sample_index,sample_id,episode_id,region,timestep_index,timestep,sigma,noise_seed,swapped_action_count,noop_count,noop_fraction,loss_correct,loss_wrong,delta
56,my_way_home_episode_0039_clip_000059,episode_0039,late,900,251,0.251872181892395,214,3,13,0.8125,0.06632579863071442,0.06551574170589447,-0.0008100569248199463
57,my_way_home_episode_0020_clip_000008,episode_0020,early,100,964,0.9643239974975586,215,10,6,0.375,0.11274196952581406,0.11374964565038681,0.001007676124572754
57,my_way_home_episode_0020_clip_000008,episode_0020,middle,500,750,0.7503747940063477,216,10,6,0.375,0.06571563333272934,0.13018377125263214,0.0644681379199028
57,my_way_home_episode_0020_clip_000008,episode_0020,late,900,251,0.251872181892395,217,10,6,0.375,0.091424860060215,0.09152666479349136,0.00010180473327636719
58,my_way_home_episode_0024_clip_000023,episode_0024,early,100,964,0.9643239974975586,218,9,7,0.4375,0.19867382943630219,0.23250417411327362,0.033830344676971436
58,my_way_home_episode_0024_clip_000023,episode_0024,middle,500,750,0.7503747940063477,219,9,7,0.4375,0.059660062193870544,0.07434313744306564,0.014683075249195099
58,my_way_home_episode_0024_clip_000023,episode_0024,late,900,251,0.251872181892395,220,9,7,0.4375,0.1626168042421341,0.1679312288761139,0.005314424633979797
59,my_way_home_episode_0044_clip_000002,episode_0044,early,100,964,0.9643239974975586,221,15,1,0.0625,0.1448318362236023,0.16773387789726257,0.02290204167366028
59,my_way_home_episode_0044_clip_000002,episode_0044,middle,500,750,0.7503747940063477,222,15,1,0.0625,0.07014797627925873,0.11959312111139297,0.04944514483213425
59,my_way_home_episode_0044_clip_000002,episode_0044,late,900,251,0.251872181892395,223,15,1,0.0625,0.16834360361099243,0.17805106937885284,0.009707465767860413
60,my_way_home_episode_0002_clip_000031,episode_0002,early,100,964,0.9643239974975586,224,6,5,0.3125,0.1650243103504181,0.26071175932884216,0.09568744897842407
60,my_way_home_episode_0002_clip_000031,episode_0002,middle,500,750,0.7503747940063477,225,6,5,0.3125,0.04046313464641571,0.052823249250650406,0.012360114604234695
60,my_way_home_episode_0002_clip_000031,episode_0002,late,900,251,0.251872181892395,226,6,5,0.3125,0.07723623514175415,0.07860115170478821,0.0013649165630340576
61,my_way_home_episode_0049_clip_000040,episode_0049,early,100,964,0.9643239974975586,227,10,0,0.0,0.11864681541919708,0.14050744473934174,0.021860629320144653
61,my_way_home_episode_0049_clip_000040,episode_0049,middle,500,750,0.7503747940063477,228,10,0,0.0,0.06651820242404938,0.09100619703531265,0.024487994611263275
61,my_way_home_episode_0049_clip_000040,episode_0049,late,900,251,0.251872181892395,229,10,0,0.0,0.16612911224365234,0.17778809368610382,0.011658981442451477
62,my_way_home_episode_0041_clip_000026,episode_0041,early,100,964,0.9643239974975586,230,16,0,0.0,0.1406109780073166,0.15426383912563324,0.01365286111831665
62,my_way_home_episode_0041_clip_000026,episode_0041,middle,500,750,0.7503747940063477,231,16,0,0.0,0.07310397922992706,0.12787368893623352,0.05476970970630646
62,my_way_home_episode_0041_clip_000026,episode_0041,late,900,251,0.251872181892395,232,16,0,0.0,0.1261540949344635,0.13177764415740967,0.005623549222946167
63,my_way_home_episode_0004_clip_000022,episode_0004,early,100,964,0.9643239974975586,233,4,8,0.5,0.24149973690509796,0.2619042992591858,0.02040456235408783
63,my_way_home_episode_0004_clip_000022,episode_0004,middle,500,750,0.7503747940063477,234,4,8,0.5,0.02941988967359066,0.03323565796017647,0.003815768286585808
63,my_way_home_episode_0004_clip_000022,episode_0004,late,900,251,0.251872181892395,235,4,8,0.5,0.06314035505056381,0.0648573562502861,0.00171700119972229
64,my_way_home_episode_0018_clip_000039,episode_0018,early,100,964,0.9643239974975586,236,4,0,0.0,0.21956771612167358,0.21772067248821259,-0.0018470436334609985
64,my_way_home_episode_0018_clip_000039,episode_0018,middle,500,750,0.7503747940063477,237,4,0,0.0,0.08188607543706894,0.08562341332435608,0.00373733788728714
64,my_way_home_episode_0018_clip_000039,episode_0018,late,900,251,0.251872181892395,238,4,0,0.0,0.11946658045053482,0.11811894178390503,-0.0013476386666297913
65,my_way_home_episode_0032_clip_000005,episode_0032,early,100,964,0.9643239974975586,239,13,3,0.1875,0.1861218512058258,0.19641704857349396,0.010295197367668152
65,my_way_home_episode_0032_clip_000005,episode_0032,middle,500,750,0.7503747940063477,240,13,3,0.1875,0.12878483533859253,0.14300303161144257,0.014218196272850037
65,my_way_home_episode_0032_clip_000005,episode_0032,late,900,251,0.251872181892395,241,13,3,0.1875,0.24619874358177185,0.25262051820755005,0.006421774625778198
66,my_way_home_episode_0005_clip_000053,episode_0005,early,100,964,0.9643239974975586,242,9,7,0.4375,0.1280342936515808,0.2003559172153473,0.07232162356376648
66,my_way_home_episode_0005_clip_000053,episode_0005,middle,500,750,0.7503747940063477,243,9,7,0.4375,0.052025314420461655,0.08465450257062912,0.032629188150167465
66,my_way_home_episode_0005_clip_000053,episode_0005,late,900,251,0.251872181892395,244,9,7,0.4375,0.10831005871295929,0.11588208377361298,0.0075720250606536865
67,my_way_home_episode_0050_clip_000049,episode_0050,early,100,964,0.9643239974975586,245,8,3,0.1875,0.13303504884243011,0.2631898522377014,0.1301548033952713
67,my_way_home_episode_0050_clip_000049,episode_0050,middle,500,750,0.7503747940063477,246,8,3,0.1875,0.06035599112510681,0.07601036876440048,0.01565437763929367
67,my_way_home_episode_0050_clip_000049,episode_0050,late,900,251,0.251872181892395,247,8,3,0.1875,0.15158908069133759,0.15403763949871063,0.002448558807373047
68,my_way_home_episode_0013_clip_000009,episode_0013,early,100,964,0.9643239974975586,248,6,10,0.625,0.0823625698685646,0.3809720277786255,0.2986094579100609
68,my_way_home_episode_0013_clip_000009,episode_0013,middle,500,750,0.7503747940063477,249,6,10,0.625,0.02787690795958042,0.0359974130988121,0.008120505139231682
68,my_way_home_episode_0013_clip_000009,episode_0013,late,900,251,0.251872181892395,250,6,10,0.625,0.07129590958356857,0.07523252815008163,0.0039366185665130615
69,my_way_home_episode_0029_clip_000033,episode_0029,early,100,964,0.9643239974975586,251,16,0,0.0,0.10109434276819229,0.12343517690896988,0.022340834140777588
69,my_way_home_episode_0029_clip_000033,episode_0029,middle,500,750,0.7503747940063477,252,16,0,0.0,0.0681912824511528,0.13434328138828278,0.06615199893712997
69,my_way_home_episode_0029_clip_000033,episode_0029,late,900,251,0.251872181892395,253,16,0,0.0,0.180021271109581,0.19237372279167175,0.01235245168209076
70,my_way_home_episode_0030_clip_000014,episode_0030,early,100,964,0.9643239974975586,254,9,0,0.0,0.18221355974674225,0.25148648023605347,0.06927292048931122
70,my_way_home_episode_0030_clip_000014,episode_0030,middle,500,750,0.7503747940063477,255,9,0,0.0,0.09149660915136337,0.10384657233953476,0.012349963188171387
70,my_way_home_episode_0030_clip_000014,episode_0030,late,900,251,0.251872181892395,256,9,0,0.0,0.15991008281707764,0.16297467052936554,0.003064587712287903
71,my_way_home_episode_0003_clip_000020,episode_0003,early,100,964,0.9643239974975586,257,16,0,0.0,0.1536421775817871,0.17123132944107056,0.017589151859283447
71,my_way_home_episode_0003_clip_000020,episode_0003,middle,500,750,0.7503747940063477,258,16,0,0.0,0.1091739684343338,0.13172152638435364,0.022547557950019836
71,my_way_home_episode_0003_clip_000020,episode_0003,late,900,251,0.251872181892395,259,16,0,0.0,0.2643667459487915,0.27683359384536743,0.012466847896575928
72,my_way_home_episode_0022_clip_000044,episode_0022,early,100,964,0.9643239974975586,260,5,11,0.6875,0.1573830395936966,0.2034488022327423,0.046065762639045715
72,my_way_home_episode_0022_clip_000044,episode_0022,middle,500,750,0.7503747940063477,261,5,11,0.6875,0.07566115260124207,0.08661506325006485,0.010953910648822784
72,my_way_home_episode_0022_clip_000044,episode_0022,late,900,251,0.251872181892395,262,5,11,0.6875,0.17781224846839905,0.18363521993160248,0.00582297146320343
73,my_way_home_episode_0019_clip_000010,episode_0019,early,100,964,0.9643239974975586,263,4,9,0.5625,0.19765739142894745,0.1936900019645691,-0.003967389464378357
73,my_way_home_episode_0019_clip_000010,episode_0019,middle,500,750,0.7503747940063477,264,4,9,0.5625,0.10498340427875519,0.11003659665584564,0.005053192377090454
73,my_way_home_episode_0019_clip_000010,episode_0019,late,900,251,0.251872181892395,265,4,9,0.5625,0.18932169675827026,0.1893671303987503,4.5433640480041504e-05
74,my_way_home_episode_0000_clip_000008,episode_0000,early,100,964,0.9643239974975586,266,5,0,0.0,0.2121211737394333,0.2209174931049347,0.008796319365501404
74,my_way_home_episode_0000_clip_000008,episode_0000,middle,500,750,0.7503747940063477,267,5,0,0.0,0.05434957891702652,0.10028497129678726,0.04593539237976074
74,my_way_home_episode_0000_clip_000008,episode_0000,late,900,251,0.251872181892395,268,5,0,0.0,0.08747104555368423,0.09362979978322983,0.006158754229545593
75,my_way_home_episode_0011_clip_000060,episode_0011,early,100,964,0.9643239974975586,269,10,0,0.0,0.25709840655326843,0.2486833930015564,-0.008415013551712036
75,my_way_home_episode_0011_clip_000060,episode_0011,middle,500,750,0.7503747940063477,270,10,0,0.0,0.17344102263450623,0.1786249727010727,0.005183950066566467
75,my_way_home_episode_0011_clip_000060,episode_0011,late,900,251,0.251872181892395,271,10,0,0.0,0.21406039595603943,0.22164151072502136,0.007581114768981934
76,my_way_home_episode_0038_clip_000028,episode_0038,early,100,964,0.9643239974975586,272,16,0,0.0,0.12180198729038239,0.158722922205925,0.0369209349155426
76,my_way_home_episode_0038_clip_000028,episode_0038,middle,500,750,0.7503747940063477,273,16,0,0.0,0.0733584389090538,0.08663240075111389,0.013273961842060089
76,my_way_home_episode_0038_clip_000028,episode_0038,late,900,251,0.251872181892395,274,16,0,0.0,0.2139156013727188,0.21767732501029968,0.0037617236375808716
77,my_way_home_episode_0046_clip_000014,episode_0046,early,100,964,0.9643239974975586,275,11,5,0.3125,0.1923765391111374,0.4826362729072571,0.2902597337961197
77,my_way_home_episode_0046_clip_000014,episode_0046,middle,500,750,0.7503747940063477,276,11,5,0.3125,0.06347500532865524,0.09979745745658875,0.0363224521279335
77,my_way_home_episode_0046_clip_000014,episode_0046,late,900,251,0.251872181892395,277,11,5,0.3125,0.121314138174057,0.1255948394536972,0.004280701279640198
78,my_way_home_episode_0033_clip_000045,episode_0033,early,100,964,0.9643239974975586,278,16,0,0.0,0.18090473115444183,0.23343302309513092,0.05252829194068909
78,my_way_home_episode_0033_clip_000045,episode_0033,middle,500,750,0.7503747940063477,279,16,0,0.0,0.09631370007991791,0.13742727041244507,0.04111357033252716
78,my_way_home_episode_0033_clip_000045,episode_0033,late,900,251,0.251872181892395,280,16,0,0.0,0.19760313630104065,0.2080938071012497,0.010490670800209045
79,my_way_home_episode_0025_clip_000038,episode_0025,early,100,964,0.9643239974975586,281,14,2,0.125,0.18403537571430206,0.5730146765708923,0.38897930085659027
79,my_way_home_episode_0025_clip_000038,episode_0025,middle,500,750,0.7503747940063477,282,14,2,0.125,0.06735974550247192,0.08171109110116959,0.014351345598697662
79,my_way_home_episode_0025_clip_000038,episode_0025,late,900,251,0.251872181892395,283,14,2,0.125,0.13525506854057312,0.14761805534362793,0.01236298680305481
80,my_way_home_episode_0021_clip_000055,episode_0021,early,100,964,0.9643239974975586,284,6,10,0.625,0.19932346045970917,0.1975201517343521,-0.0018033087253570557
80,my_way_home_episode_0021_clip_000055,episode_0021,middle,500,750,0.7503747940063477,285,6,10,0.625,0.06524194031953812,0.08536729961633682,0.020125359296798706
80,my_way_home_episode_0021_clip_000055,episode_0021,late,900,251,0.251872181892395,286,6,10,0.625,0.10583034157752991,0.10715846717357635,0.0013281255960464478
81,my_way_home_episode_0023_clip_000042,episode_0023,early,100,964,0.9643239974975586,287,16,0,0.0,0.10251013189554214,0.10930468887090683,0.006794556975364685
81,my_way_home_episode_0023_clip_000042,episode_0023,middle,500,750,0.7503747940063477,288,16,0,0.0,0.08035306632518768,0.14796240627765656,0.06760933995246887
81,my_way_home_episode_0023_clip_000042,episode_0023,late,900,251,0.251872181892395,289,16,0,0.0,0.11974960565567017,0.17285674810409546,0.05310714244842529
82,my_way_home_episode_0016_clip_000016,episode_0016,early,100,964,0.9643239974975586,290,15,0,0.0,0.1434677690267563,0.16264259815216064,0.019174829125404358
82,my_way_home_episode_0016_clip_000016,episode_0016,middle,500,750,0.7503747940063477,291,15,0,0.0,0.1176333799958229,0.13383682072162628,0.016203440725803375
82,my_way_home_episode_0016_clip_000016,episode_0016,late,900,251,0.251872181892395,292,15,0,0.0,0.20728810131549835,0.22388619184494019,0.016598090529441833
83,my_way_home_episode_0042_clip_000043,episode_0042,early,100,964,0.9643239974975586,293,14,2,0.125,0.13709032535552979,0.1710899919271469,0.033999666571617126
83,my_way_home_episode_0042_clip_000043,episode_0042,middle,500,750,0.7503747940063477,294,14,2,0.125,0.06221526861190796,0.07915858179330826,0.0169433131814003
83,my_way_home_episode_0042_clip_000043,episode_0042,late,900,251,0.251872181892395,295,14,2,0.125,0.11965487152338028,0.12418112903833389,0.004526257514953613
84,my_way_home_episode_0045_clip_000021,episode_0045,early,100,964,0.9643239974975586,296,14,0,0.0,0.15633249282836914,0.2516719102859497,0.09533941745758057
84,my_way_home_episode_0045_clip_000021,episode_0045,middle,500,750,0.7503747940063477,297,14,0,0.0,0.07915299385786057,0.08351791650056839,0.004364922642707825
84,my_way_home_episode_0045_clip_000021,episode_0045,late,900,251,0.251872181892395,298,14,0,0.0,0.1628643125295639,0.16879326105117798,0.005928948521614075
85,my_way_home_episode_0037_clip_000055,episode_0037,early,100,964,0.9643239974975586,299,16,0,0.0,0.22947853803634644,0.22293511033058167,-0.0065434277057647705
85,my_way_home_episode_0037_clip_000055,episode_0037,middle,500,750,0.7503747940063477,300,16,0,0.0,0.1061718538403511,0.13095232844352722,0.024780474603176117
85,my_way_home_episode_0037_clip_000055,episode_0037,late,900,251,0.251872181892395,301,16,0,0.0,0.1431947946548462,0.1458640843629837,0.002669289708137512
87,my_way_home_episode_0026_clip_000058,episode_0026,early,100,964,0.9643239974975586,305,12,4,0.25,0.1451534628868103,0.17534059286117554,0.030187129974365234
87,my_way_home_episode_0026_clip_000058,episode_0026,middle,500,750,0.7503747940063477,306,12,4,0.25,0.08833912760019302,0.10259146988391876,0.014252342283725739
87,my_way_home_episode_0026_clip_000058,episode_0026,late,900,251,0.251872181892395,307,12,4,0.25,0.19973132014274597,0.2052638977766037,0.005532577633857727
88,my_way_home_episode_0009_clip_000041,episode_0009,early,100,964,0.9643239974975586,308,16,0,0.0,0.16540072858333588,0.2058747559785843,0.04047402739524841
88,my_way_home_episode_0009_clip_000041,episode_0009,middle,500,750,0.7503747940063477,309,16,0,0.0,0.08515013009309769,0.08894936740398407,0.003799237310886383
88,my_way_home_episode_0009_clip_000041,episode_0009,late,900,251,0.251872181892395,310,16,0,0.0,0.2055884450674057,0.2115222066640854,0.0059337615966796875
89,my_way_home_episode_0012_clip_000008,episode_0012,early,100,964,0.9643239974975586,311,6,10,0.625,0.09534836560487747,0.1690402776002884,0.07369191199541092
89,my_way_home_episode_0012_clip_000008,episode_0012,middle,500,750,0.7503747940063477,312,6,10,0.625,0.06814543902873993,0.08352852612733841,0.01538308709859848
89,my_way_home_episode_0012_clip_000008,episode_0012,late,900,251,0.251872181892395,313,6,10,0.625,0.19399191439151764,0.20610684156417847,0.012114927172660828
90,my_way_home_episode_0010_clip_000000,episode_0010,early,100,964,0.9643239974975586,314,16,0,0.0,0.10898694396018982,0.16930314898490906,0.06031620502471924
90,my_way_home_episode_0010_clip_000000,episode_0010,middle,500,750,0.7503747940063477,315,16,0,0.0,0.08071287721395493,0.1003001406788826,0.019587263464927673
90,my_way_home_episode_0010_clip_000000,episode_0010,late,900,251,0.251872181892395,316,16,0,0.0,0.180085226893425,0.19515584409236908,0.015070617198944092
91,my_way_home_episode_0036_clip_000053,episode_0036,early,100,964,0.9643239974975586,317,16,0,0.0,0.12237444519996643,0.1404276341199875,0.018053188920021057
91,my_way_home_episode_0036_clip_000053,episode_0036,middle,500,750,0.7503747940063477,318,16,0,0.0,0.08684661239385605,0.0915418192744255,0.004695206880569458
91,my_way_home_episode_0036_clip_000053,episode_0036,late,900,251,0.251872181892395,319,16,0,0.0,0.20766320824623108,0.20832934975624084,0.0006661415100097656
92,my_way_home_episode_0035_clip_000015,episode_0035,early,100,964,0.9643239974975586,320,5,10,0.625,0.05850180238485336,0.09030170738697052,0.03179990500211716
92,my_way_home_episode_0035_clip_000015,episode_0035,middle,500,750,0.7503747940063477,321,5,10,0.625,0.04039134457707405,0.041485097259283066,0.001093752682209015
92,my_way_home_episode_0035_clip_000015,episode_0035,late,900,251,0.251872181892395,322,5,10,0.625,0.12357926368713379,0.12459329515695572,0.00101403146982193
93,my_way_home_episode_0031_clip_000040,episode_0031,early,100,964,0.9643239974975586,323,12,0,0.0,0.20844946801662445,0.2163769155740738,0.00792744755744934
93,my_way_home_episode_0031_clip_000040,episode_0031,middle,500,750,0.7503747940063477,324,12,0,0.0,0.12851637601852417,0.17293237149715424,0.044415995478630066
93,my_way_home_episode_0031_clip_000040,episode_0031,late,900,251,0.251872181892395,325,12,0,0.0,0.1770929992198944,0.17815305292606354,0.0010600537061691284
94,my_way_home_episode_0028_clip_000026,episode_0028,early,100,964,0.9643239974975586,326,16,0,0.0,0.17292159795761108,0.2012128382921219,0.028291240334510803
94,my_way_home_episode_0028_clip_000026,episode_0028,middle,500,750,0.7503747940063477,327,16,0,0.0,0.08262910693883896,0.10496965795755386,0.022340551018714905
94,my_way_home_episode_0028_clip_000026,episode_0028,late,900,251,0.251872181892395,328,16,0,0.0,0.149250790476799,0.1540130227804184,0.004762232303619385
95,my_way_home_episode_0043_clip_000056,episode_0043,early,100,964,0.9643239974975586,329,16,0,0.0,0.16834484040737152,0.20116505026817322,0.0328202098608017
95,my_way_home_episode_0043_clip_000056,episode_0043,middle,500,750,0.7503747940063477,330,16,0,0.0,0.08288264274597168,0.14152951538562775,0.05864687263965607
95,my_way_home_episode_0043_clip_000056,episode_0043,late,900,251,0.251872181892395,331,16,0,0.0,0.16921298205852509,0.17837242782115936,0.009159445762634277
96,my_way_home_episode_0048_clip_000017,episode_0048,early,100,964,0.9643239974975586,332,5,11,0.6875,0.19856442511081696,0.20979760587215424,0.01123318076133728
96,my_way_home_episode_0048_clip_000017,episode_0048,middle,500,750,0.7503747940063477,333,5,11,0.6875,0.05826159566640854,0.0790477767586708,0.020786181092262268
96,my_way_home_episode_0048_clip_000017,episode_0048,late,900,251,0.251872181892395,334,5,11,0.6875,0.1359606683254242,0.13911274075508118,0.0031520724296569824
97,my_way_home_episode_0039_clip_000002,episode_0039,early,100,964,0.9643239974975586,335,8,3,0.1875,0.17488794028759003,0.22702160477638245,0.05213366448879242
97,my_way_home_episode_0039_clip_000002,episode_0039,middle,500,750,0.7503747940063477,336,8,3,0.1875,0.05302966386079788,0.06320953369140625,0.010179869830608368
97,my_way_home_episode_0039_clip_000002,episode_0039,late,900,251,0.251872181892395,337,8,3,0.1875,0.08406586945056915,0.08801530301570892,0.0039494335651397705
98,my_way_home_episode_0020_clip_000039,episode_0020,early,100,964,0.9643239974975586,338,8,8,0.5,0.10700151324272156,0.1470540314912796,0.040052518248558044
98,my_way_home_episode_0020_clip_000039,episode_0020,middle,500,750,0.7503747940063477,339,8,8,0.5,0.045539144426584244,0.06564748287200928,0.020108338445425034
98,my_way_home_episode_0020_clip_000039,episode_0020,late,900,251,0.251872181892395,340,8,8,0.5,0.14714378118515015,0.16022485494613647,0.013081073760986328
99,my_way_home_episode_0024_clip_000049,episode_0024,early,100,964,0.9643239974975586,341,5,6,0.375,0.16818445920944214,0.17815855145454407,0.009974092245101929
99,my_way_home_episode_0024_clip_000049,episode_0024,middle,500,750,0.7503747940063477,342,5,6,0.375,0.06130467727780342,0.07939592748880386,0.018091250211000443
99,my_way_home_episode_0024_clip_000049,episode_0024,late,900,251,0.251872181892395,343,5,6,0.375,0.09731744229793549,0.10463341325521469,0.007315970957279205
100,my_way_home_episode_0044_clip_000031,episode_0044,early,100,964,0.9643239974975586,344,2,6,0.375,0.1785360425710678,0.1763862520456314,-0.0021497905254364014
100,my_way_home_episode_0044_clip_000031,episode_0044,middle,500,750,0.7503747940063477,345,2,6,0.375,0.11996705085039139,0.12096759676933289,0.0010005459189414978
100,my_way_home_episode_0044_clip_000031,episode_0044,late,900,251,0.251872181892395,346,2,6,0.375,0.16960175335407257,0.16897548735141754,-0.0006262660026550293
101,my_way_home_episode_0002_clip_000010,episode_0002,early,100,964,0.9643239974975586,347,16,0,0.0,0.17831534147262573,0.2711595296859741,0.09284418821334839
101,my_way_home_episode_0002_clip_000010,episode_0002,middle,500,750,0.7503747940063477,348,16,0,0.0,0.1714586317539215,0.1816152036190033,0.010156571865081787
101,my_way_home_episode_0002_clip_000010,episode_0002,late,900,251,0.251872181892395,349,16,0,0.0,0.23783235251903534,0.24043366312980652,0.002601310610771179
102,my_way_home_episode_0049_clip_000055,episode_0049,early,100,964,0.9643239974975586,350,8,8,0.5,0.1312657743692398,0.11136213690042496,-0.01990363746881485
102,my_way_home_episode_0049_clip_000055,episode_0049,middle,500,750,0.7503747940063477,351,8,8,0.5,0.05432156100869179,0.07792957127094269,0.0236080102622509
102,my_way_home_episode_0049_clip_000055,episode_0049,late,900,251,0.251872181892395,352,8,8,0.5,0.08280657231807709,0.08518311381340027,0.002376541495323181
104,my_way_home_episode_0004_clip_000020,episode_0004,early,100,964,0.9643239974975586,356,14,0,0.0,0.19353418052196503,0.266023725271225,0.07248954474925995
104,my_way_home_episode_0004_clip_000020,episode_0004,middle,500,750,0.7503747940063477,357,14,0,0.0,0.06312786042690277,0.09767406433820724,0.034546203911304474
104,my_way_home_episode_0004_clip_000020,episode_0004,late,900,251,0.251872181892395,358,14,0,0.0,0.11785293370485306,0.12422923743724823,0.006376303732395172
105,my_way_home_episode_0018_clip_000046,episode_0018,early,100,964,0.9643239974975586,359,16,0,0.0,0.12190979719161987,0.1652197390794754,0.04330994188785553
105,my_way_home_episode_0018_clip_000046,episode_0018,middle,500,750,0.7503747940063477,360,16,0,0.0,0.06524994969367981,0.07684067636728287,0.011590726673603058
105,my_way_home_episode_0018_clip_000046,episode_0018,late,900,251,0.251872181892395,361,16,0,0.0,0.1902945637702942,0.19243746995925903,0.0021429061889648438
107,my_way_home_episode_0005_clip_000033,episode_0005,early,100,964,0.9643239974975586,365,15,1,0.0625,0.24665111303329468,0.3229731321334839,0.07632201910018921
107,my_way_home_episode_0005_clip_000033,episode_0005,middle,500,750,0.7503747940063477,366,15,1,0.0625,0.074121855199337,0.0787590965628624,0.004637241363525391
107,my_way_home_episode_0005_clip_000033,episode_0005,late,900,251,0.251872181892395,367,15,1,0.0625,0.1664925366640091,0.16883574426174164,0.002343207597732544
108,my_way_home_episode_0050_clip_000053,episode_0050,early,100,964,0.9643239974975586,368,16,0,0.0,0.17259535193443298,0.21412748098373413,0.04153212904930115
108,my_way_home_episode_0050_clip_000053,episode_0050,middle,500,750,0.7503747940063477,369,16,0,0.0,0.08601855486631393,0.12444685399532318,0.03842829912900925
108,my_way_home_episode_0050_clip_000053,episode_0050,late,900,251,0.251872181892395,370,16,0,0.0,0.16224394738674164,0.17048250138759613,0.008238554000854492
109,my_way_home_episode_0013_clip_000002,episode_0013,early,100,964,0.9643239974975586,371,13,0,0.0,0.2304416447877884,0.3228641450405121,0.0924225002527237
109,my_way_home_episode_0013_clip_000002,episode_0013,middle,500,750,0.7503747940063477,372,13,0,0.0,0.08435134589672089,0.13401301205158234,0.04966166615486145
109,my_way_home_episode_0013_clip_000002,episode_0013,late,900,251,0.251872181892395,373,13,0,0.0,0.17335861921310425,0.18983879685401917,0.016480177640914917
110,my_way_home_episode_0029_clip_000032,episode_0029,early,100,964,0.9643239974975586,374,16,0,0.0,0.09538055211305618,0.1245717704296112,0.029191218316555023
110,my_way_home_episode_0029_clip_000032,episode_0029,middle,500,750,0.7503747940063477,375,16,0,0.0,0.0637197270989418,0.10190640389919281,0.03818667680025101
110,my_way_home_episode_0029_clip_000032,episode_0029,late,900,251,0.251872181892395,376,16,0,0.0,0.17092365026474,0.18133209645748138,0.010408446192741394
111,my_way_home_episode_0030_clip_000000,episode_0030,early,100,964,0.9643239974975586,377,11,2,0.125,0.16646119952201843,0.2370571494102478,0.07059594988822937
111,my_way_home_episode_0030_clip_000000,episode_0030,middle,500,750,0.7503747940063477,378,11,2,0.125,0.09765251725912094,0.1104949414730072,0.012842424213886261
111,my_way_home_episode_0030_clip_000000,episode_0030,late,900,251,0.251872181892395,379,11,2,0.125,0.17013445496559143,0.17478325963020325,0.004648804664611816
112,my_way_home_episode_0003_clip_000027,episode_0003,early,100,964,0.9643239974975586,380,4,0,0.0,0.20267082750797272,0.20274832844734192,7.750093936920166e-05
112,my_way_home_episode_0003_clip_000027,episode_0003,middle,500,750,0.7503747940063477,381,4,0,0.0,0.10201796889305115,0.1107286661863327,0.008710697293281555
112,my_way_home_episode_0003_clip_000027,episode_0003,late,900,251,0.251872181892395,382,4,0,0.0,0.22647005319595337,0.22660590708255768,0.00013585388660430908
113,my_way_home_episode_0022_clip_000009,episode_0022,early,100,964,0.9643239974975586,383,16,0,0.0,0.13077454268932343,0.1525382548570633,0.021763712167739868
113,my_way_home_episode_0022_clip_000009,episode_0022,middle,500,750,0.7503747940063477,384,16,0,0.0,0.11820991337299347,0.12648311257362366,0.008273199200630188
113,my_way_home_episode_0022_clip_000009,episode_0022,late,900,251,0.251872181892395,385,16,0,0.0,0.26341328024864197,0.26841479539871216,0.00500151515007019
114,my_way_home_episode_0019_clip_000035,episode_0019,early,100,964,0.9643239974975586,386,5,11,0.6875,0.1329287588596344,0.16940179467201233,0.03647303581237793
114,my_way_home_episode_0019_clip_000035,episode_0019,middle,500,750,0.7503747940063477,387,5,11,0.6875,0.03629305958747864,0.07038275897502899,0.034089699387550354
114,my_way_home_episode_0019_clip_000035,episode_0019,late,900,251,0.251872181892395,388,5,11,0.6875,0.06453590840101242,0.0680105909705162,0.003474682569503784
115,my_way_home_episode_0000_clip_000052,episode_0000,early,100,964,0.9643239974975586,389,6,10,0.625,0.18074332177639008,0.17975972592830658,-0.000983595848083496
115,my_way_home_episode_0000_clip_000052,episode_0000,middle,500,750,0.7503747940063477,390,6,10,0.625,0.08394245058298111,0.08587785065174103,0.0019354000687599182
115,my_way_home_episode_0000_clip_000052,episode_0000,late,900,251,0.251872181892395,391,6,10,0.625,0.12370241433382034,0.12302150577306747,-0.0006809085607528687
116,my_way_home_episode_0011_clip_000011,episode_0011,early,100,964,0.9643239974975586,392,16,0,0.0,0.13316994905471802,0.18849703669548035,0.05532708764076233
116,my_way_home_episode_0011_clip_000011,episode_0011,middle,500,750,0.7503747940063477,393,16,0,0.0,0.10284359753131866,0.10949450731277466,0.006650909781455994
116,my_way_home_episode_0011_clip_000011,episode_0011,late,900,251,0.251872181892395,394,16,0,0.0,0.20011313259601593,0.2049160748720169,0.0048029422760009766
117,my_way_home_episode_0038_clip_000058,episode_0038,early,100,964,0.9643239974975586,395,11,0,0.0,0.12282190471887589,0.15792103111743927,0.035099126398563385
117,my_way_home_episode_0038_clip_000058,episode_0038,middle,500,750,0.7503747940063477,396,11,0,0.0,0.09553959965705872,0.11209754645824432,0.016557946801185608
117,my_way_home_episode_0038_clip_000058,episode_0038,late,900,251,0.251872181892395,397,11,0,0.0,0.18611451983451843,0.19117100536823273,0.005056485533714294
118,my_way_home_episode_0046_clip_000039,episode_0046,early,100,964,0.9643239974975586,398,16,0,0.0,0.23946063220500946,0.27402016520500183,0.03455953299999237
118,my_way_home_episode_0046_clip_000039,episode_0046,middle,500,750,0.7503747940063477,399,16,0,0.0,0.10002246499061584,0.1218540295958519,0.021831564605236053
